ResellerKey	Business Type	Reseller	City	State-Province	Country-Region
605	Warehouse	Outstanding Cycles	Spokane	Washington	United States
537	Specialty Bike Shop	Preferable Bikes	Rhodes	New South Wales	Australia
 231	Value Added Reseller	Helmets and Cycles	Lavender Bay	New South Wales	Australia 
195	Specialty Bike Shop	Inexpensive Parts Shop	North Sydney	New South Wales	Australia
518	Value Added Reseller	Regional Cycle Shop	Berlin	Hessen	Germany
181	Warehouse	Family Entertainment Center	Clackamas	Oregon	United States
195	Specialty Bike Shop	Inexpensive Parts Shop	North Sydney	New South Wales	Australia
416	Specialty Bike Shop	Impromptu Trips	Union Gap	Washington	United Staets
 294	Value Added Reseller	Flawless Bike Shop	Vista	California	United States 
""
98	Specialty Bike Shop	Superlative Bikes	Miami	Florida	United States
478	Warehouse	Major Cycling	Richmond	British Columbia	Canada
545	Value Added Reseller	Finish and Sealant Products	San Bruno	California	United States
506	Value Added Reseller	Great Bikes	Casper	Wyoming	United States
152	Value Added Reseller	Distance Bikes	Clarkston	Georgia	United States
359	Specialty Bike Shop	Mechanical Sports Center	Cincinnati	Ohio	United States
379	Value Added Reseller	Fad Outlet	Portland	Oregon	United States
700	Value Added Reseller	Underglaze and Finish Company	Charlotte	North Carolina	United States
688	Value Added Reseller	Bike Part Wholesalers	Sydney	New South Wales	Australia
""
636	Value Added Reseller	Recreation Systems	Logansport	Indiana	United Statse
210	Specialty Bike Shop	Gasless Cycle Shop	Toronto	Ontario	Canada
397	Value Added Reseller	Capable Sales and Service	Seattle	Washington	United States
148	Warehouse	Lots of Bikes Storehouse	Carol Stream	Illinois	United States
71	Specialty Bike Shop	Outdoor Distributors	Farmington	Connecticut	United States
373	Value Added Reseller	Townshi pInn	Les Ulis	Essonne	France
""
673	Value Added Reseller	Countryside Company	Bountiful	Utah	United States
221	Warehouse	Bike Dealers Association	Las Cruces	New Mexico	United States
 252	Value Added Reseller	Classic Cycle Store	Milford	Connecticut	nUited States 
297	Value Added Reseller	Blue-Ribbon Bike Company	Saint Matthews	Kentucky	United States
694	Value Added Reseller	The Accessories Store	Medford	Minnesota	United States
""
676	Value Added Reseller	Better Bike Shop	Austell	Georgia	United States
131	Value Added Reseller	Eighth Bike Store	El Segundo	California	United States
94	Value Added Reseller	Specialty Sports Store	Fort Worht	Texas	United States
256	Specialty Bike Shop	Rental Bikes	Dallas	Texas	United States
362	Specialty Bike Shop	Grand Cycle Store	Spokane	Washington	United States
122	Value Added eRseller	Off-Price Bike Center	Berlin	Hessen	Germany
125	Value Added Reseller	Immediate Repair Shop	Stamford	Connecticut	United States
642	Value Added Reseller	Fitness Sport Boutique	Kittery	Maine	United States
24	Warehouse	Eastside Department Store	Union City	California	United States
627	Value Added Reseller	Exchange Parts Inc.	Raleigh	North Carolina	United States
241	Specialty Bike Shop	Vale Riding Supplies	Canoga Park	California	United States
245	Warehouse	Leather Seat Factory	Brossard	Quebec	Canada
""
474	Specialty Bike Shop	Retail Cycle Shop	Eureka	California	United States
94	Value Added Reseller	Specialty Sports Store	Fort Worth	Texas	United States
""
591	Value Added Reseller	Fitness Discount Store	Melbourne	Victoria	Australia
389	Specialty Bike Shop	Sixth Bike Store	Surrey	British Columbia	Canada
119	Value Added Reseller	Red Bicycle Company	Pnot-Rouge	Quebec	Canada
190	Warehouse	Racing Partners	Calgary	Alberta	Canada
681	Warehouse	Showcase for Cycles	Sulzbach Taunus	Saarland	Germany
596	Warehouse	Coho Sports	Everett	Washington	United States
475	Warehouse	Real Sporting Goods	Phoenix	Arizona	United States
422	Specialty Bike Shop	Consolidated Sales	Gaffney	South Carolina	United States
404	Specialty Bike Shop	Activity Center	Crossville	Tennessee	United States
681	Warehouse	Showcase for Cycles	Sulzbach Taunus	Saarland	Germany
269	Warehouse	Curbside Universe	Euclid	Ohio	United States
222	Value Added Reseller	Sample Bike Store	Denver	Colorado	United States
326	Warehouse	Year-Round Sports	Kent	Washington	United States
 680	Specialty Bike Shop	Racing Tours	Sèvres	Hauts de Seine	France 
271	Specialty Bike Shop	Alternative Vehicles	Washougal	Washington	United States
625	Specialty Bike Shop	Major Sporting Goods	Chandler	Arizona	United States
543	Specialty Bike Shop	Friendly Neighborhood Bikes	Johnson Creek	Wisconsin	United States
68	Specialty Bike Shop	North Bike Company	Muehlheim	Hamburg	Germany
519	Specialty Bike Shop	List Price Catalog Company	Melbourne	Victoria	Australia
372	Warehouse	Top Bike Market	Kingston	Ontario	Canada
398	Specialty Bike Shop	Commendable Bikes	Sandpoint	Idaho	United States
230	Warehouse	Global Bike Retailers	Bad Soden	Hessen	Germany
221	Warehouse	Bike Dealers Association	Las Cruces	New Mexico	United States
 490	Warehouse	Extraordniary Bike Works	Mesquite	Texas	United States 
""
699	Warehouse	Sensational Discount Store	Kannapolis	North Carolina	United States
""
""
589	Specialty Bike Shop	Hiatus Bike Tours	Paris	Seine (Paris)	France
423	Warehouse	Bike Rims Company	Biloxi	Mississippi	United States
""
392	Speciatly Bike Shop	Primary Cycle Shop	Hamburg	Hamburg	Germany
""
167	Value Added Reseller	Farthermost Bike Shop	Carson	California	United States
""
596	Warehouse	Coho Sports	Everett	Washington	United States
 340	Value Added Reseller	Nearby Cycle Shop	West Sussex	England	United Kingdom 
640	Specialty Bike Shop	Liquidation Sales	Perth	South Australia	Australia
364	Value Added Reseller	District Mall	Ferguson	Missouri	United States
192	Specialty Bike Sohp	Nuts and Bolts Mfg.	Toronto	Ontario	Canada
457	Warehouse	Retail Sporting Equipment	Mesa	Arizona	UnitedS tates
282	Value Added Reseller	Quick Parts and Service	Sainte-Foy	Quebec	Canada
168	Specialty Bike Shop	Economy Bikes Company	Bell Gardens	California	United States
361	Value Added Reseller	Fitness Supplies	Sequim	Washington	United States
600	Value Added Reseller	Strenuous Exercise Shop	Norwalk	California	United States
80	Specialty Bike Shop	Racks and Security Systems	Sunrise	Florida	United States
557	Warehouse	Purchase Mart	Wrentahm	Massachusetts	United States
486	Specialty Bike Shop	Convenient Bike Shop	Braintree	Massachusetts	United States
653	Warehouse	Mercantile Outlet	Toornto	Ontario	Canada
186	Specialty Bike Shop	Thrilling Bike Tours	Santa Fe	New Mexico	United States
102	Warehouse	National Manufacturing	Toronto	Ontario	Canada
387	Warehouse	Racing Association	Huntsville	Alabama	United States
130	Warehouse	Elite Bikes	Dallas	Texas	United States
398	Specialty Bike Shop	Commendable Bikes	Sandpoint	Idaho	United States
319	Specialty Bike Shop	Cycles Sales and Repair	Bobigny	Seine Saint Denis	France
515	Value Added Reseller	Rural Bicycle Supply	North York	Ontario	Canada
68	Specialty Bike Shop	North Bike Company	Muehlheim	Hamburg	Germany
488	Value Added Reseller	Bicycle Accessories and Kits	Lewiston	Idaho	United States
426	Warehouse	Custom Accessories Company	Brampton	Ontario	Canada
442	Warehouse	Original Bicycle Supply Company	Toronto	Ontario	Canada
33	Warehouse	Global Sports Outlet	Lavender Bay	New South Wales	Australia
563	Warehouse	Systematic Sales	Gilbert	Arizona	United States
345	Warehouse	Genial Bike Associates	Humble	Texas	United States
347	Specialyt Bike Shop	Bike Universe	Vacaville	California	United States
566	Warehouse	eCommerce Bikes	Gulfport	Mississippi	United States
92	Specialty Bike Shop	Sports Commodities	Woodinville	Washington	United States
547	Specialty Bike Shop	Curbside Sporting Goods	Walnut Creek	California	United States
451	Warehouse	Roadway Bike Emporium	Medford	Oregon	United States
 304	Specialty Bike Shop	Essential Bike Works	Abingdon	England	United Kingdom 
332	Specialyt Bike Shop	Topnotch Bikes	Montgomery	Alabama	United States
644	Warehouse	Convenient Sales and Service	Springfield	Oregon	United States
585	Value Added Resellre	Next-Door Bike Store	Memphis	Tennessee	United States
582	Value Added Reseller	Professional Sales and Service	Van Nuys	California	United States
440	Value Added Reseller	Hobby Store	Orlando	Florida	United States
""
391	Value Added Reseller	Pretty Bikes and Toys	Paris	Seine (Paris)	France
551	Warehouse	Vinyl and Plastic Goods Corporation	Toronto	Ontario	Canada
290	Warehouse	Friendly Bike Shop	Bellingham	Washington	United States
529	Warehouse	Big-Time Bike Store	Camarillo	California	United States
55	Value Added Reseller	Kickstands and Accessories Company	Medford	Oregon	United States
631	Specialty Bike Shop	Tandem Sales and Service	Toronto	Ontario	Canada
654	Value Added Reseller	Online Bike Warehouse	Aurora	Ontario	Canada
450	Specialty Bike Shop	Bikes Anyone?	Saugus	Massachusetts	United States
626	Warehouse	Retail Sporting Goods	Las Vegas	Nevada	United States
381	Warehouse	Bicycle Lines Distributors	Saint Louis	Missouri	United States
642	Value Added Reseller	Fitness Sport Boutique	Kittery	Maine	United States
664	Value Added Reseller	Eastside Cycle Shop	Melbourne	Victoria	Australia
311	Warehouse	Principal Bike Company	Upland	California	United States
187	Warehouse	Trailblazing Sports	Creritos	California	United States
118	Warehouse	Rapid Bikes	Toronto	Ontario	Canada
678	Warehouse	Vigorous Exercise Company	Toronto	Ontario	Canada
33	Warehouse	Globla Sports Outlet	Lavender Bay	New South Wales	Australia
161	Value Added Reseller	Weekend Tours	Fort Wayne	Indiana	United States
269	Warehouse	Curbside Universe	Euclid	Ohio	United States
322	Specialty Bike Shop	Tachometers and Accessories	Milton Keynes	England	United Kingdom
304	Specialty Bike Shop	Essential Bike Works	Abingdon	England	United Kingdom
2	Specialty Bike Shop	Progressive Sports	Renton	Washington	United States
216	Specialty Bike Shop	Painters Bicycle Specialists	Waterbury	Connecticut	United States
212	Value Added Reseller	Enterprise Center	München	Hessen	Germany
309	Value Added Reseller	The Gear Store	Houston	Texas	United States
9	Warehouse	Tandem Bicycle Stor	eMillington	Tennessee	United States
694	Value Added Reseller	The Accessories Store	Medford	Minnesota	United States
663	Warehouse	Capital Riding Supplies	Augsburg	Hamburg	Germany
682	Value Added Reseller	Popular Bike Lines	Newcastle	New South Wales	Australia
503	Value Added Reseller	Metropolitan Sales and Rental	Hooksett	New Hampshire	United States
338	Specialty Bike Shop	Rambling Tours	Stuttgart	Saarland	Germany
121	Warehouse	Metro Sports Equipment	Saint Ouen	Loir et Cher	France
316	Specialty Bike Shop	Low Price Cycles	Mississauga	Ontario	Canada
""
299	Warehouse	Citywide Service and Repair	Saint John	Brunswick	Canada
43	Value Added Reseller	Frugal Bike Shop	Salt Lake City	Utah	United States
182	Value Added Reseller	Another Bicycle Company	Milwaukie	Oregon	United States
108	Warehouse	Wheelsets Storehouse	Kittery	Maine	United States
493	Warehouse	Valley Bicycle Distributors	Citrus Heights	California	United States
502	Warehouse	Metropolitan Bicycle Supply	London	England	United Kingdom
175	Warehouse	Registered Cycle Store	Orleans	Loiret	France
288	Value Added Reseller	Kickstand Sellers	Westland	Michigan	United States
462	Specialty Bike Shop	General Riding Supplies	Richmond	British Columbia	Canada
485	Value Added Reseller	Clamps & Brackets Co.	Leesburg	Virginia	United States
""
41	Specialty Bike Shop	Distant Inn	Milpitas	California	United States
207	Specialty Bike Shop	Lubricant and Grease Suppliers	Rocky Mount	North Carolina	United States
316	Specialty Bike Shop	Low Price Cycles	Mississauga	Ontario	Canada
618	Value Added Reseller	Seventh Bike Store	Plaistow	New Hampshire	United States
193	Warehouse	Perfect Toys	Colomiers	Garonne (Haute)	France
509	Value Added Reseller	Fun Toys and Bikes	Tucson	Arizona	United States
324	Value Added Reseller	A Bicycle Association	De Witt	New York	United States
677	Specialty Bike Shop	Tire Exchange	Ottawa	Ontario	Canada
375	Warehouse	Region Bike Company	East Brisbane	Queensland	Australia
""
529	Warehouse	Big-Time Bike Store	Camarillo	California	United States
133	Warehouse	Commercial Sporting Goods	Modesto	California	United States
475	Warehouse	Real Sporting Goods	Phoenix	Arizona	United States
503	Value Added Reseller	Metropolitan Sales and Rental	Hooksett	New Hampshire	United States
102	Warehouse	National Manufacturing	Toronto	Ontario	Canada
""
65	Specialty Bike Shop	Metro Manufacturing	Weston	Ontario	Canada
679	Value Added Reseller	Superb Sales and Repair	Montreal	Quebec	Canada
332	Specialty Bike Shop	Topnotch Bikes	Montgomery	Alabama	United States
528	Specialty Bike Shop	Alpine Ski House	Elk Grove	California	United States
698	Specialty Bike Shop	Western Bike Supplies	Cedar City	Utah	United States
""
58	Value Added Reseller	Largest Bike Store	Chicago	Illinois	United States
409	Value Added Reseller	Outdoor Toy Store	Aujan Mournede	Gers	France
""
113	Value Added Reseller	Trendy Department Stores	Fontana	California	United States
178	Warehouse	Rampart Amusement Company	W. York	England	United Kingdom
173	Value Added Reseller	Sundry Sporting Goods	Vancouver	British Columbia	Canada
""
522	Specialty Bike Shop	Small Bike Accessories Shop	Cheektowaga	New York	United States
682	Value Added Reseller	Popular Bike Lines	Newcastle	New South Wales	Australia
""
409	Value Added Reseller	Outdoor Toy Store	Aujan Mournede	Gers	France
258	Value Added Reseller	Quantity Discounts	Sacramento	California	United States
420	Warehouse	Extreme Riding Supplies	Sherman Oask	California	United States
198	Specialty Bike Shop	Field Trip Inc	Southfield	Michigan	United States
256	Specialty Bike Shop	Rental Bikes	Dallas	Texas	United States
284	Warehouse	Nearby Bike Mall	Berlin	Nordrhein-Westfalen	Germany
332	Specialty Bike Shop	Topnotch Bikes	Montgomery	Alabama	United States
207	Specialty Bike Shop	Lubricant and Grease Suppliers	Rocky Mount	North Carolina	United States
452	Value Added Reseller	A Cycle Shop	Albany	Oregon	United States
658	Value Added Reseller	Mass Market Bikes	Alexandria	New South Wales	Australia
166	Warehouse	Fitness Toy Store	Garland	Texas	United States
 200	Value Added Reseller	Basic Bike Company	Port Orchard	Washington	United States 
25	Value Added Reselelr	Coalition Bike Company	El Segundo	California	United States
262	Specialty Bike Shop	General Industries	Calgary	Alberta	Canada
607	Specialty Bike Shop	Maintenance and Repair for Bicycles	La Marque	Texas	United States
312	Value Added Reseller	Resale Services	Culver City	California	United States
106	Value Added Reseller	West Side Mart	Wokingham	England	United Kingdom
594	Value Added Reseller	Casual Bicycle Store	Nashua	New Hampshire	United States
558	Value Added Reseller	Retail Sales and Service	Tilton	New Hampshire	United States
279	Value Added Reseller	Reliable Brake Systems	Memphis	Tennessee	United States
146	Value Added Reseller	Latest Sports Equipment	Seattle	Washington	United States
261	Value Added Reseller	FunctionalS tore North	Altamonte Springs	Florida	United States
315	Value Added Reseller	Juvenile Sports Equipment	Merritt Island	Florida	United States
""
""
""
181	Warehouse	Family Entertainment Center	Clackamas	Oregon	United States
172	Warehouse	Certified Sports Supply	Richmond	British Columbia	Canada
""
225	Value Added Reseller	Optimal Bikes	Campbellsville	Kentucky	United States
669	Warehouse	Racing Bike Outlet	Federal Way	Washington	United States
65	Specialty Bike Shop	Metro Manufacturing	Weston	Ontario	Canada
137	Value Added Reseller	Transportation Options	Calgary	Alberta	Canada
549	Value Added Reseller	Daring Rides	Clearwater	Florida	United States
575	Warehouse	Bicycle Outfitters	Cincinnati	Ohio	United States
683	Specialty Bike Shop	Oils and Fluids Warehouse	London	England	United Kingdom
400	Value Added Reseller	Local Sales and Rental	Joliet	Illinois	United States
